SEQUENCE1,SEQUENCE2,SEQUENCE3,SEQUENCE4,ORG,OBJ,PROJECT,ACCOUNT,ACCOUNT DESCRIPTION,TYPE,ORIGINAL APPROP,,,,,
6200,70,7050,520160,62000320,520160,,6200-70-00-7050-705091-000000-000-520160-,ISP M&R-Communication Eqp,E,"22,367",,,,,
6200,70,7050,520160,62000330,520160,,6200-70-00-7050-705092-000000-000-520160-,ISP M&R-Communication Eqp,E,"26,942",,,,,
6200,70,7050,520160,62000340,520160,,6200-70-00-7050-705093-000000-000-520160-,ISP M&R-Communication Eqp,E,"18,808",,,,,
6200,70,7050,520160,62000350,520160,,6200-70-00-7050-705094-000000-000-520160-,ISP M&R-Communication Eqp,E,"35,075",,,,,
6200,70,7050,520160,62000700,520160,,6200-70-72-7050-705020-000000-000-520160-,ISP M&R-Communication Eqp,E,"5,083",,,,,
6200,70,7050,520190,62000300,520190,,6200-70-00-7050-705010-000000-000-520190-,M&R-Other,E,"1,000",,,,,
6200,70,7050,520210,62000300,520210,,6200-70-00-7050-705010-000000-000-520210-,Advertising,E,"3,000",,,,,
6200,70,7050,520210,62000320,520210,,6200-70-00-7050-705091-000000-000-520210-,Advertising,E,828,,,,,
6200,70,7050,520210,62000330,520210,,6200-70-00-7050-705092-000000-000-520210-,Advertising,E,"1,515",,,,,
6200,70,7050,520210,62000340,520210,,6200-70-00-7050-705093-000000-000-520210-,Advertising,E,"1,579",,,,,
6200,70,7050,520210,62000350,520210,,6200-70-00-7050-705094-000000-000-520210-,Advertising,E,"1,500",,,,,
6200,70,7050,520220,62000300,520220,,6200-70-00-7050-705010-000000-000-520220-,Prof & Technical Services,E,0,,,,,
6200,70,7050,520220,62000700,520220,,6200-70-72-7050-705020-000000-000-520220-,Prof & Technical Services,E,0,,,,,
6200,70,7050,520250,62000300,520250,,6200-70-00-7050-705010-000000-000-520250-,Management Fees,E,0,,,,,
6200,70,7050,520250,62000350,520250,,6200-70-00-7050-705094-000000-000-520250-,Management Fees,E,0,,,,,
6200,70,7050,520280,62000300,520280,,6200-70-00-7050-705010-000000-000-520280-,Temporary Help Fees,E,"107,060",,,,,
6200,70,7050,520310,62000300,520310,,6200-70-00-7050-705010-000000-000-520310-,Chemicals & Lab Supply,E,515,,,,,
6200,70,7050,520310,62000320,520310,,6200-70-00-7050-705091-000000-000-520310-,Chemicals & Lab Supply,E,530,,,,,
6200,70,7050,520310,62000330,520310,,6200-70-00-7050-705092-000000-000-520310-,Chemicals & Lab Supply,E,848,,,,,
6200,70,7050,520310,62000340,520310,,6200-70-00-7050-705093-000000-000-520310-,Chemicals & Lab Supply,E,"15,000",,,,,
6200,70,7050,520310,62000350,520310,,6200-70-00-7050-705094-000000-000-520310-,Chemicals & Lab Supply,E,"1,000",,,,,
6200,70,7050,520320,62000320,520320,,6200-70-00-7050-705091-000000-000-520320-,Chem For Water Trtmt,E,"14,639",,,,,
6200,70,7050,520320,62000330,520320,,6200-70-00-7050-705092-000000-000-520320-,Chem For Water Trtmt,E,"58,556",,,,,
6200,70,7050,520320,62000340,520320,,6200-70-00-7050-705093-000000-000-520320-,Chem For Water Trtmt,E,"14,639",,,,,
6200,70,7050,520320,62000350,520320,,6200-70-00-7050-705094-000000-000-520320-,Chem For Water Trtmt,E,"5,856",,,,,
6200,70,7050,520320,62000710,520320,,6200-70-72-7050-705060-000000-000-520320-,Chem For Water Trtmt,E,"351,823",,,,,
6200,70,7050,520350,62000700,520350,,6200-70-72-7050-705020-000000-000-520350-,Utilities-Gas,E,350,,,,,
6200,70,7050,520370,62000700,520370,,6200-70-72-7050-705020-000000-000-520370-,Power For Pumping,E,"750,610",,,,,
6200,70,7050,520440,62000300,520440,,6200-70-00-7050-705010-000000-000-520440-,M&R-Land and Water Area,E,"30,000",,,,,
6200,70,7050,520440,62000320,520440,,6200-70-00-7050-705091-000000-000-520440-,M&R-Land and Water Area,E,"20,000",,,,,
6200,70,7050,520440,62000350,520440,,6200-70-00-7050-705094-000000-000-520440-,M&R-Land and Water Area,E,"10,000",,,,,
6200,70,7050,520440,62000700,520440,,6200-70-72-7050-705020-000000-000-520440-,M&R-Land and Water Area,E,"90,000",,,,,
6200,70,7050,520470,62000320,520470,,6200-70-00-7050-705091-000000-000-520470-,M&R-Streets,E,"353,500",,,,,
6200,70,7050,520470,62000330,520470,,6200-70-00-7050-705092-000000-000-520470-,M&R-Streets,E,"925,000",,,,,
6200,70,7050,520470,62000340,520470,,6200-70-00-7050-705093-000000-000-520470-,M&R-Streets,E,"850,000",,,,,
6200,70,7050,520470,62000350,520470,,6200-70-00-7050-705094-000000-000-520470-,M&R-Streets,E,"1,125,000",,,,,
6200,70,7050,520530,62000330,520530,,6200-70-00-7050-705092-000000-000-520530-,Fees-Architectural,E,"1,040",,,,,
6200,70,7050,520540,62000300,520540,,6200-70-00-7050-705010-000000-000-520540-,Fees-Laboratory Testing,E,"500,000",,,,,
6200,70,7050,520550,62000300,520550,,6200-70-00-7050-705010-000000-000-520550-,Safety Costs,E,"55,434",,,,,
6200,70,7050,520550,62000310,520550,,6200-70-00-7050-705025-000000-000-520550-,Safety Costs,E,"4,020",,,,,
6200,70,7050,520550,62000320,520550,,6200-70-00-7050-705091-000000-000-520550-,Safety Costs,E,"40,000",,,,,
6200,70,7050,520550,62000330,520550,,6200-70-00-7050-705092-000000-000-520550-,Safety Costs,E,"75,000",,,,,
6200,70,7050,520550,62000340,520550,,6200-70-00-7050-705093-000000-000-520550-,Safety Costs,E,"33,730",,,,,
6200,70,7050,520550,62000350,520550,,6200-70-00-7050-705094-000000-000-520550-,Safety Costs,E,"50,000",,,,,
6200,70,7050,520550,62000700,520550,,6200-70-72-7050-705020-000000-000-520550-,Safety Costs,E,"15,000",,,,,
6200,70,7050,520610,62000300,520610,,6200-70-00-7050-705010-000000-000-520610-,Education,E,0,,,,,
6200,70,7050,520610,62000330,520610,,6200-70-00-7050-705092-000000-000-520610-,Education,E,0,,,,,
6200,70,7050,520610,62000340,520610,,6200-70-00-7050-705093-000000-000-520610-,Education,E,0,,,,,
6200,70,7050,520740,62000320,520740,,6200-70-00-7050-705091-000000-000-520740-,Landfill Services,E,"10,000",,,,,
6200,70,7050,520740,62000330,520740,,6200-70-00-7050-705092-000000-000-520740-,Landfill Services,E,"25,000",,,,,
6200,70,7050,520740,62000340,520740,,6200-70-00-7050-705093-000000-000-520740-,Landfill Services,E,"8,000",,,,,
6200,70,7050,520740,62000350,520740,,6200-70-00-7050-705094-000000-000-520740-,Landfill Services,E,"36,000",,,,,
6200,70,7050,521900,62000300,521900,,6200-70-00-7050-705010-000000-000-521900-,Fees - Other,E,"3,030",,,,,
6200,70,7050,521900,62000310,521900,,6200-70-00-7050-705025-000000-000-521900-,Fees - Other,E,909,,,,,
6200,70,7050,521900,62000320,521900,,6200-70-00-7050-705091-000000-000-521900-,Fees - Other,E,"2,200",,,,,
6200,70,7050,521900,62000330,521900,,6200-70-00-7050-705092-000000-000-521900-,Fees - Other,E,"2,727",,,,,
6200,70,7050,521900,62000340,521900,,6200-70-00-7050-705093-000000-000-521900-,Fees - Other,E,"3,030",,,,,
6200,70,7050,521900,62000350,521900,,6200-70-00-7050-705094-000000-000-521900-,Fees - Other,E,"4,040",,,,,
6200,70,7050,521900,62000700,521900,,6200-70-72-7050-705020-000000-000-521900-,Fees - Other,E,220,,,,,
6200,70,7050,521910,62000300,521910,,6200-70-00-7050-705010-000000-000-521910-,Misc Contractual Services,E,"160,000",,,,,
6200,70,7050,521910,62000320,521910,,6200-70-00-7050-705091-000000-000-521910-,Misc Contractual Services,E,"202,000",,,,,
6200,70,7050,521910,62000330,521910,,6200-70-00-7050-705092-000000-000-521910-,Misc Contractual Services,E,"230,000",,,,,
6200,70,7050,521910,62000340,521910,,6200-70-00-7050-705093-000000-000-521910-,Misc Contractual Services,E,"230,000",,,,,
6200,70,7050,521910,62000350,521910,,6200-70-00-7050-705094-000000-000-521910-,Misc Contractual Services,E,"500,000",,,,,
6200,70,7050,521910,62000700,521910,,6200-70-72-7050-705020-000000-000-521910-,Misc Contractual Services,E,"193,785",,,,,
6200,70,7050,522000,62000300,522000,,6200-70-00-7050-705010-000000-000-522000-,Motor Fuels & Lubrcnts,E,"65,000",,,,,
6200,70,7050,522000,62000310,522000,,6200-70-00-7050-705025-000000-000-522000-,Motor Fuels & Lubrcnts,E,"62,000",,,,,
6200,70,7050,522000,62000320,522000,,6200-70-00-7050-705091-000000-000-522000-,Motor Fuels & Lubrcnts,E,"150,000",,,,,
6200,70,7050,522000,62000330,522000,,6200-70-00-7050-705092-000000-000-522000-,Motor Fuels & Lubrcnts,E,"270,000",,,,,
6200,70,7050,522000,62000340,522000,,6200-70-00-7050-705093-000000-000-522000-,Motor Fuels & Lubrcnts,E,"240,000",,,,,
6200,70,7050,522000,62000350,522000,,6200-70-00-7050-705094-000000-000-522000-,Motor Fuels & Lubrcnts,E,"312,000",,,,,
6200,70,7050,522000,62000700,522000,,6200-70-72-7050-705020-000000-000-522000-,Motor Fuels & Lubrcnts,E,"105,500",,,,,
6200,70,7050,522200,62000300,522200,,6200-70-00-7050-705010-000000-000-522200-,Janitorial & Cleaning Supplies,E,500,,,,,
6200,70,7050,522200,62000320,522200,,6200-70-00-7050-705091-000000-000-522200-,Janitorial & Cleaning Supplies,E,"2,500",,,,,
6200,70,7050,522200,62000340,522200,,6200-70-00-7050-705093-000000-000-522200-,Janitorial & Cleaning Supplies,E,"5,050",,,,,
6200,70,7050,522200,62000700,522200,,6200-70-72-7050-705020-000000-000-522200-,Janitorial & Cleaning Supplies,E,"2,500",,,,,
6200,70,7050,522210,62000300,522210,,6200-70-00-7050-705010-000000-000-522210-,Specialty Departmental Supplie,E,"14,292",,,,,
6200,70,7050,522210,62000310,522210,,6200-70-00-7050-705025-000000-000-522210-,Specialty Departmental Supplie,E,"15,029",,,,,
6200,70,7050,522210,62000320,522210,,6200-70-00-7050-705091-000000-000-522210-,Specialty Departmental Supplie,E,"36,865",,,,,
6200,70,7050,522210,62000330,522210,,6200-70-00-7050-705092-000000-000-522210-,Specialty Departmental Supplie,E,"50,000",,,,,
6200,70,7050,522210,62000340,522210,,6200-70-00-7050-705093-000000-000-522210-,Specialty Departmental Supplie,E,"20,000",,,,,
6200,70,7050,522210,62000350,522210,,6200-70-00-7050-705094-000000-000-522210-,Specialty Departmental Supplie,E,"55,000",,,,,
6200,70,7050,522210,62000700,522210,,6200-70-72-7050-705020-000000-000-522210-,Specialty Departmental Supplie,E,600,,,,,
6200,70,7050,522220,62000300,522220,,6200-70-00-7050-705010-000000-000-522220-,Equipment Maintenance,E,0,,,,,
6200,70,7050,522220,62000320,522220,,6200-70-00-7050-705091-000000-000-522220-,Equipment Maintenance,E,0,,,,,
6200,70,7050,522220,62000330,522220,,6200-70-00-7050-705092-000000-000-522220-,Equipment Maintenance,E,0,,,,,
6200,70,7050,522220,62000340,522220,,6200-70-00-7050-705093-000000-000-522220-,Equipment Maintenance,E,0,,,,,
6200,70,7050,522220,62000700,522220,,6200-70-72-7050-705020-000000-000-522220-,Equipment Maintenance,E,"100,000",,,,,
6200,70,7050,522230,62000300,522230,,6200-70-00-7050-705010-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"17,838",,,,,
6200,70,7050,522230,62000310,522230,,6200-70-00-7050-705025-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"26,500",,,,,
6200,70,7050,522230,62000320,522230,,6200-70-00-7050-705091-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"28,000",,,,,
6200,70,7050,522230,62000330,522230,,6200-70-00-7050-705092-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"45,000",,,,,
6200,70,7050,522230,62000340,522230,,6200-70-00-7050-705093-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"45,000",,,,,
6200,70,7050,522230,62000350,522230,,6200-70-00-7050-705094-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"16,000",,,,,
6200,70,7050,522230,62000700,522230,,6200-70-72-7050-705020-000000-000-522230-,Sm Tools & Expnd Eqpt,E,"5,700",,,,,
6200,70,7050,522240,62000300,522240,,6200-70-00-7050-705010-000000-000-522240-,Office Supplies,E,"12,115",,,,,
6200,70,7050,522240,62000310,522240,,6200-70-00-7050-705025-000000-000-522240-,Office Supplies,E,"1,410",,,,,
6200,70,7050,522240,62000320,522240,,6200-70-00-7050-705091-000000-000-522240-,Office Supplies,E,"7,000",,,,,
6200,70,7050,522240,62000330,522240,,6200-70-00-7050-705092-000000-000-522240-,Office Supplies,E,"10,000",,,,,
6200,70,7050,522240,62000340,522240,,6200-70-00-7050-705093-000000-000-522240-,Office Supplies,E,"5,357",,,,,
6200,70,7050,522240,62000350,522240,,6200-70-00-7050-705094-000000-000-522240-,Office Supplies,E,"6,060",,,,,
6200,70,7050,522240,62000700,522240,,6200-70-72-7050-705020-000000-000-522240-,Office Supplies,E,"2,745",,,,,
6200,70,7050,522250,62000300,522250,,6200-70-00-7050-705010-000000-000-522250-,Technology Services,E,"28,265",,,,,
6200,70,7050,522250,62000310,522250,,6200-70-00-7050-705025-000000-000-522250-,Technology Services,E,"21,200",,,,,
6200,70,7050,522250,62000320,522250,,6200-70-00-7050-705091-000000-000-522250-,Technology Services,E,"2,530",,,,,
6200,70,7050,522250,62000330,522250,,6200-70-00-7050-705092-000000-000-522250-,Technology Services,E,"2,500",,,,,
6200,70,7050,522250,62000340,522250,,6200-70-00-7050-705093-000000-000-522250-,Technology Services,E,"2,500",,,,,
6200,70,7050,522250,62000350,522250,,6200-70-00-7050-705094-000000-000-522250-,Technology Services,E,"6,022",,,,,
6200,70,7050,522490,62000300,522490,,6200-70-00-7050-705010-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
6200,70,7050,522490,62000320,522490,,6200-70-00-7050-705091-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
6200,70,7050,522490,62000340,522490,,6200-70-00-7050-705093-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
6200,70,7050,522490,62000350,522490,,6200-70-00-7050-705094-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
6200,70,7050,522490,62000700,522490,,6200-70-72-7050-705020-000000-000-522490-,Other Materials/Supplies,E,0,,,,,
6200,70,7050,522500,62000300,522500,,6200-70-00-7050-705010-000000-000-522500-,Telecommunications,E,"54,235",,,,,
6200,70,7050,522500,62000310,522500,,6200-70-00-7050-705025-000000-000-522500-,Telecommunications,E,"18,800",,,,,
6200,70,7050,522500,62000320,522500,,6200-70-00-7050-705091-000000-000-522500-,Telecommunications,E,"15,000",,,,,
6200,70,7050,522500,62000330,522500,,6200-70-00-7050-705092-000000-000-522500-,Telecommunications,E,"16,644",,,,,
6200,70,7050,522500,62000340,522500,,6200-70-00-7050-705093-000000-000-522500-,Telecommunications,E,"15,312",,,,,
6200,70,7050,522500,62000350,522500,,6200-70-00-7050-705094-000000-000-522500-,Telecommunications,E,"18,000",,,,,
6200,70,7050,522500,62000700,522500,,6200-70-72-7050-705020-000000-000-522500-,Telecommunications,E,"59,597",,,,,
6200,70,7050,522510,62000300,522510,,6200-70-00-7050-705010-000000-000-522510-,ISP Telecommunications,E,"13,920",,,,,
6200,70,7050,522510,62000310,522510,,6200-70-00-7050-705025-000000-000-522510-,ISP Telecommunications,E,812,,,,,
6200,70,7050,522510,62000320,522510,,6200-70-00-7050-705091-000000-000-522510-,ISP Telecommunications,E,"2,484",,,,,
6200,70,7050,522510,62000330,522510,,6200-70-00-7050-705092-000000-000-522510-,ISP Telecommunications,E,"3,003",,,,,
6200,70,7050,522510,62000340,522510,,6200-70-00-7050-705093-000000-000-522510-,ISP Telecommunications,E,"2,972",,,,,
6200,70,7050,522510,62000350,522510,,6200-70-00-7050-705094-000000-000-522510-,ISP Telecommunications,E,"4,048",,,,,
6200,70,7050,522510,62000700,522510,,6200-70-72-7050-705020-000000-000-522510-,ISP Telecommunications,E,"5,223",,,,,
6200,70,7050,522520,62000300,522520,,6200-70-00-7050-705010-000000-000-522520-,Utilities,E,"150,011",,,,,
6200,70,7050,522520,62000320,522520,,6200-70-00-7050-705091-000000-000-522520-,Utilities,E,"145,000",,,,,
6200,70,7050,522520,62000340,522520,,6200-70-00-7050-705093-000000-000-522520-,Utilities,E,"13,000",,,,,
6200,70,7050,522520,62000350,522520,,6200-70-00-7050-705094-000000-000-522520-,Utilities,E,"89,000",,,,,
6200,70,7050,522520,62000700,522520,,6200-70-72-7050-705020-000000-000-522520-,Utilities,E,"32,000",,,,,
6200,70,7050,523500,62000300,523500,,6200-70-00-7050-705010-000000-000-523500-,Licenses And Taxes,E,"6,500",,,,,
6200,70,7050,523500,62000320,523500,,6200-70-00-7050-705091-000000-000-523500-,Licenses And Taxes,E,"1,000",,,,,
6200,70,7050,523500,62000330,523500,,6200-70-00-7050-705092-000000-000-523500-,Licenses And Taxes,E,"1,800",,,,,
6200,70,7050,523500,62000340,523500,,6200-70-00-7050-705093-000000-000-523500-,Licenses And Taxes,E,"1,000",,,,,
6200,70,7050,523500,62000350,523500,,6200-70-00-7050-705094-000000-000-523500-,Licenses And Taxes,E,"2,500",,,,,
6200,70,7050,523500,62000700,523500,,6200-70-72-7050-705020-000000-000-523500-,Licenses And Taxes,E,300,,,,,
6200,70,7050,523510,62000300,523510,,6200-70-00-7050-705010-000000-000-523510-,Highway Use Tax,E,"6,000",,,,,
6200,70,7050,523510,62000310,523510,,6200-70-00-7050-705025-000000-000-523510-,Highway Use Tax,E,"2,100",,,,,
6200,70,7050,523510,62000320,523510,,6200-70-00-7050-705091-000000-000-523510-,Highway Use Tax,E,"3,935",,,,,
6200,70,7050,523510,62000330,523510,,6200-70-00-7050-705092-000000-000-523510-,Highway Use Tax,E,"4,000",,,,,
6200,70,7050,523510,62000340,523510,,6200-70-00-7050-705093-000000-000-523510-,Highway Use Tax,E,"7,000",,,,,
6200,70,7050,523510,62000350,523510,,6200-70-00-7050-705094-000000-000-523510-,Highway Use Tax,E,"7,000",,,,,
6200,70,7050,523510,62000700,523510,,6200-70-72-7050-705020-000000-000-523510-,Highway Use Tax,E,552,,,,,
6200,70,7050,524000,62000300,524000,,6200-70-00-7050-705010-000000-000-524000-,Rental Of Land & Bldgs,E,303,,,,,
6200,70,7050,524000,62000320,524000,,6200-70-00-7050-705091-000000-000-524000-,Rental Of Land & Bldgs,E,"67,200",,,,,
6200,70,7050,524000,62000340,524000,,6200-70-00-7050-705093-000000-000-524000-,Rental Of Land & Bldgs,E,"35,000",,,,,
6200,70,7050,524020,62000300,524020,,6200-70-00-7050-705010-000000-000-524020-,Rental Of Equipment,E,"6,060",,,,,
6200,70,7050,524020,62000320,524020,,6200-70-00-7050-705091-000000-000-524020-,Rental Of Equipment,E,"76,760",,,,,
6200,70,7050,524020,62000330,524020,,6200-70-00-7050-705092-000000-000-524020-,Rental Of Equipment,E,"85,000",,,,,
6200,70,7050,524020,62000340,524020,,6200-70-00-7050-705093-000000-000-524020-,Rental Of Equipment,E,"60,000",,,,,
6200,70,7050,524020,62000350,524020,,6200-70-00-7050-705094-000000-000-524020-,Rental Of Equipment,E,"80,000",,,,,
6200,70,7050,524020,62000700,524020,,6200-70-72-7050-705020-000000-000-524020-,Rental Of Equipment,E,900,,,,,
6200,70,7050,529000,62000300,529000,,6200-70-00-7050-705010-000000-000-529000-,Travel & Meetings,E,"15,508",,,,,
6200,70,7050,529000,62000320,529000,,6200-70-00-7050-705091-000000-000-529000-,Travel & Meetings,E,"1,000",,,,,
6200,70,7050,529000,62000330,529000,,6200-70-00-7050-705092-000000-000-529000-,Travel & Meetings,E,"1,040",,,,,
6200,70,7050,529000,62000350,529000,,6200-70-00-7050-705094-000000-000-529000-,Travel & Meetings,E,"4,137",,,,,
6200,70,7050,529010,62000300,529010,,6200-70-00-7050-705010-000000-000-529010-,Empl Reimb Training Exp,E,"18,006",,,,,
6200,70,7050,529010,62000310,529010,,6200-70-00-7050-705025-000000-000-529010-,Empl Reimb Training Exp,E,"7,800",,,,,
6200,70,7050,529010,62000320,529010,,6200-70-00-7050-705091-000000-000-529010-,Empl Reimb Training Exp,E,500,,,,,
6200,70,7050,529010,62000330,529010,,6200-70-00-7050-705092-000000-000-529010-,Empl Reimb Training Exp,E,"1,200",,,,,
6200,70,7050,529010,62000340,529010,,6200-70-00-7050-705093-000000-000-529010-,Empl Reimb Training Exp,E,"4,000",,,,,
6200,70,7050,529010,62000350,529010,,6200-70-00-7050-705094-000000-000-529010-,Empl Reimb Training Exp,E,"3,436",,,,,
6200,70,7050,529020,62000300,529020,,6200-70-00-7050-705010-000000-000-529020-,Training Conf & Meetings,E,"12,710",,,,,
6200,70,7050,529020,62000310,529020,,6200-70-00-7050-705025-000000-000-529020-,Training Conf & Meetings,E,"1,010",,,,,
6200,70,7050,529020,62000320,529020,,6200-70-00-7050-705091-000000-000-529020-,Training Conf & Meetings,E,"7,500",,,,,
6200,70,7050,529020,62000330,529020,,6200-70-00-7050-705092-000000-000-529020-,Training Conf & Meetings,E,"7,070",,,,,
6200,70,7050,529020,62000340,529020,,6200-70-00-7050-705093-000000-000-529020-,Training Conf & Meetings,E,"4,000",,,,,
6200,70,7050,529020,62000350,529020,,6200-70-00-7050-705094-000000-000-529020-,Training Conf & Meetings,E,"7,070",,,,,
6200,70,7050,529020,62000700,529020,,6200-70-72-7050-705020-000000-000-529020-,Training Conf & Meetings,E,"8,562",,,,,
6200,70,7050,529030,62000300,529030,,6200-70-00-7050-705010-000000-000-529030-,Postage,E,600,,,,,
6200,70,7050,529030,62000310,529030,,6200-70-00-7050-705025-000000-000-529030-,Postage,E,0,,,,,
6200,70,7050,529030,62000320,529030,,6200-70-00-7050-705091-000000-000-529030-,Postage,E,505,,,,,
6200,70,7050,529030,62000330,529030,,6200-70-00-7050-705092-000000-000-529030-,Postage,E,"1,500",,,,,
6200,70,7050,529030,62000340,529030,,6200-70-00-7050-705093-000000-000-529030-,Postage,E,"1,010",,,,,
6200,70,7050,529030,62000350,529030,,6200-70-00-7050-705094-000000-000-529030-,Postage,E,"1,100",,,,,
6200,70,7050,529030,62000700,529030,,6200-70-72-7050-705020-000000-000-529030-,Postage,E,87,,,,,
6200,70,7050,529040,62000300,529040,,6200-70-00-7050-705010-000000-000-529040-,Printing & Publishing,E,"8,360",,,,,
6200,70,7050,529040,62000310,529040,,6200-70-00-7050-705025-000000-000-529040-,Printing & Publishing,E,181,,,,,
6200,70,7050,529040,62000320,529040,,6200-70-00-7050-705091-000000-000-529040-,Printing & Publishing,E,"2,020",,,,,
6200,70,7050,529040,62000330,529040,,6200-70-00-7050-705092-000000-000-529040-,Printing & Publishing,E,"1,500",,,,,
6200,70,7050,529040,62000340,529040,,6200-70-00-7050-705093-000000-000-529040-,Printing & Publishing,E,"4,000",,,,,
6200,70,7050,529040,62000350,529040,,6200-70-00-7050-705094-000000-000-529040-,Printing & Publishing,E,"3,500",,,,,
6200,70,7050,529040,62000700,529040,,6200-70-72-7050-705020-000000-000-529040-,Printing & Publishing,E,265,,,,,
6200,70,7050,529050,62000300,529050,,6200-70-00-7050-705010-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"6,000",,,,,
6200,70,7050,529050,62000320,529050,,6200-70-00-7050-705091-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"1,010",,,,,
6200,70,7050,529050,62000330,529050,,6200-70-00-7050-705092-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,135,,,,,
6200,70,7050,529050,62000340,529050,,6200-70-00-7050-705093-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"2,121",,,,,
6200,70,7050,529050,62000350,529050,,6200-70-00-7050-705094-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,"1,000",,,,,
6200,70,7050,529050,62000700,529050,,6200-70-72-7050-705020-000000-000-529050-,"Dues,Subscr, & Prof Lic",E,800,,,,,
6200,70,7050,529999,62000300,529999,,6200-70-00-7050-705010-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
6200,70,7050,529999,62000310,529999,,6200-70-00-7050-705025-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
6200,70,7050,529999,62000330,529999,,6200-70-00-7050-705092-000000-000-529999-,Pcard expense - unallocated,E,0,,,,,
6200,70,7050,530170,62000300,530170,,6200-70-00-7050-705010-000000-000-530170-,Miscellaneous Equip,E,"150,000",,,,,
6200,70,7050,560100,62000320,560100,,6200-70-00-7050-705091-000000-000-560100-,Reimbursed Expenses,E,"375,000",,,,,
6200,70,7050,560100,62000330,560100,,6200-70-00-7050-705092-000000-000-560100-,Reimbursed Expenses,E,"375,000",,,,,
6200,70,7050,560100,62000340,560100,,6200-70-00-7050-705093-000000-000-560100-,Reimbursed Expenses,E,"375,000",,,,,
6200,70,7050,560100,62000350,560100,,6200-70-00-7050-705094-000000-000-560100-,Reimbursed Expenses,E,"375,000",,,,,
6200,70,7060,510100,62000360,510100,,6200-70-00-7060-706000-000000-000-510100-,Salaries & Wages - Regular,E,"1,853,944",,,,,
6200,70,7060,510140,62000360,510140,,6200-70-00-7060-706000-000000-000-510140-,Overtime,E,"10,000",,,,,
6200,70,7060,510150,62000360,510150,,6200-70-00-7060-706000-000000-000-510150-,Salary & Wage - Temp,E,0,,,,,
6200,70,7060,510195,62000360,510195,,6200-70-00-7060-706000-000000-000-510195-,Employee Merit Pay,E,"20,650",,,,,
6200,70,7060,515130,62000360,515130,,6200-70-00-7060-706000-000000-000-515130-,Social Security Tax,E,"143,406",,,,,
6200,70,7060,515140,62000360,515140,,6200-70-00-7060-706000-000000-000-515140-,Empl Retirement Expns,E,"134,408",,,,,
6200,70,7060,515150,62000360,515150,,6200-70-00-7060-706000-000000-000-515150-,Empl Insurance Premium,E,"233,532",,,,,
6200,70,7060,515190,62000360,515190,,6200-70-00-7060-706000-000000-000-515190-,401K Retirement,E,"56,238",,,,,
6200,70,7060,520030,62000360,520030,,6200-70-00-7060-706000-000000-000-520030-,Uniforms-Prot Clothing,E,"6,120",,,,,
6200,70,7060,520030,62700080,520030,,6200-70-00-7060-706000-706014-000-520030-,Uniforms-Prot Clothing,E,0,,,,,
6200,70,7060,520050,62000360,520050,,6200-70-00-7060-706000-000000-000-520050-,Auto & Othr Allowances,E,"2,000",,,,,
6200,70,7060,520050,62700080,520050,,6200-70-00-7060-706000-706014-000-520050-,Auto & Othr Allowances,E,0,,,,,
6200,70,7060,520060,62000360,520060,,6200-70-00-7060-706000-000000-000-520060-,Meals and Subsistence,E,"2,500",,,,,
6200,70,7060,520060,62000380,520060,,6200-70-00-7060-706010-000000-000-520060-,Meals and Subsistence,E,0,,,,,
6200,70,7060,520100,62000360,520100,,6200-70-00-7060-706000-000000-000-520100-,Maintenance Materials & Suppli,E,0,,,,,
6200,70,7060,520110,62000360,520110,,6200-70-00-7060-706000-000000-000-520110-,M&R Equipment,E,"39,712",,,,,
6200,70,7060,520120,62000360,520120,,6200-70-00-7060-706000-000000-000-520120-,M&R-Buildings,E,"95,000",,,,,
6200,70,7060,520120,62000380,520120,,6200-70-00-7060-706010-000000-000-520120-,M&R-Buildings,E,0,,,,,
6200,70,7060,520210,62000360,520210,,6200-70-00-7060-706000-000000-000-520210-,Advertising,E,"9,872",,,,,
6200,70,7060,520220,62000360,520220,,6200-70-00-7060-706000-000000-000-520220-,Prof & Technical Services,E,0,,,,,
6200,70,7060,520220,62000380,520220,,6200-70-00-7060-706010-000000-000-520220-,Prof & Technical Services,E,0,,,,,
6200,70,7060,520290,62000360,520290,,6200-70-00-7060-706000-000000-000-520290-,Contract Maint Services,E,"223,829",,,,,
6200,70,7060,520290,62700030,520290,,6200-70-00-7060-706000-706011-000-520290-,Contract Maint Services,E,0,,,,,
